event_id,source_positive,source_type,background_type,background_file,snr_db,score,raw_logspec_mean,raw_logspec_std,normalized_mean,normalized_std,positive_rms,background_rms,mixture_rms,peak_amplitude,common_gain
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,ambient,random_segment,30,0.0,-2.3518734,2.3579805,-6.228077e-08,0.9999997,0.2089244,0.06391803,0.13855237,1.0003366,0.9896668
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,ambient,random_segment,20,0.0,-1.6092591,1.9861912,-1.5570192e-08,0.9999995,0.2089244,0.06391803,0.13911644,1.0062774,0.98382413
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,ambient,random_segment,15,0.0,-1.2385097,1.8295757,-6.228077e-08,0.9999995,0.2089244,0.06391803,0.14018753,1.0219537,0.9687327
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,ambient,random_segment,10,0.0,-0.8754173,1.6853148,0.0,0.9999994,0.2089244,0.06391803,0.14390583,1.0642399,0.9302414
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,ambient,random_segment,5,0.0,-0.5285475,1.5691638,-1.5570192e-08,0.99999946,0.2089244,0.06391803,0.15873668,1.1394365,0.8688505
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,ambient,random_segment,0,0.0,-0.20794755,1.4798038,-7.785096e-09,0.99999934,0.2089244,0.06391803,0.19554657,1.2731571,0.7775945
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,ambient,random_segment,-5,0.0,0.07116072,1.4239274,-2.7247838e-08,0.9999993,0.2089244,0.06391803,0.26015535,1.5109497,0.65521705
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,speech,random_segment,30,0.0,-2.6263692,2.6391783,0.0,0.9999996,0.2089244,0.032449305,0.13999741,0.9997949,1.0
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,speech,random_segment,20,0.0,-1.9155397,2.2856035,-4.671058e-08,0.9999995,0.2089244,0.032449305,0.13934873,1.0045644,0.98550177
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,speech,random_segment,15,0.0,-1.5329503,2.1264825,1.946274e-08,0.99999946,0.2089244,0.032449305,0.14183916,1.0099931,0.98020476
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,speech,random_segment,10,0.0,-1.1436229,1.9940358,7.395842e-08,0.99999946,0.2089244,0.032449305,0.15018533,1.0196469,0.9709244
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,speech,random_segment,5,0.0,-1.0358971,1.8752819,-7.0065866e-08,0.9999994,0.2089244,0.032449305,0.1297359,1.3939767,0.7101984
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,speech,random_segment,0,0.0,-1.1784074,1.7933077,3.5032933e-08,0.9999994,0.2089244,0.032449305,0.10042184,2.47888,0.39937392
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,speech,random_segment,-5,0.0,-1.2917538,1.7326235,-3.1140384e-08,0.9999994,0.2089244,0.032449305,0.08916464,4.408141,0.22458446
197,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,streaming_repro,random_ambient,repro,0.89453125,-1.4988785,2.0461652,-3.1140384e-08,0.9999995,0.2089244,0,0.16865638,0.94815063,1.0
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,none,none,clean,0.99609375,-7.035433,6.5949373,-5.605269e-07,0.9999993,0.22999385,0,0.22999385,0.9999695,1.0
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,ambient,random_segment,30,0.0,-1.5041702,1.7735592,-7.785096e-08,0.9999994,0.22999385,0.040054295,0.16479415,0.9961681,1.0
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,ambient,random_segment,20,0.0,-0.788519,1.3647643,-3.892548e-08,0.9999993,0.22999385,0.040054295,0.16419366,1.00311,0.9869306
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,ambient,random_segment,15,0.0,-0.41477823,1.1881258,7.785096e-09,0.99999917,0.22999385,0.040054295,0.16387561,1.0265266,0.96441734
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,ambient,random_segment,10,0.0,-0.030388828,1.0334228,0.0,0.99999905,0.22999385,0.040054295,0.16729493,1.0681678,0.9268207
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,ambient,random_segment,5,0.0,0.35291165,0.90512407,-3.892548e-09,0.99999887,0.22999385,0.040054295,0.18218347,1.1422174,0.86673516
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,ambient,random_segment,0,0.0,0.67753184,0.80583155,3.5032933e-08,0.9999988,0.22999385,0.040054295,0.21058969,1.3349788,0.7415848
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,ambient,random_segment,-5,0.0,0.8107,0.7345416,3.697921e-08,0.99999857,0.22999385,0.040054295,0.2248519,1.9469188,0.50849575
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,speech,random_segment,30,0.0,-1.8402511,2.3661957,0.0,0.9999995,0.22999385,0.047773954,0.16301239,1.0006152,0.9893913
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,speech,random_segment,20,0.0,-1.1591233,2.0354242,3.892548e-09,0.99999946,0.22999385,0.047773954,0.16426876,1.0020117,0.9880125
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,speech,random_segment,15,0.0,-0.80534023,1.9036463,-7.785096e-09,0.9999995,0.22999385,0.047773954,0.16743667,1.0036011,0.98644775
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,speech,random_segment,10,0.0,-0.43518737,1.8004481,-1.1677645e-08,0.9999995,0.22999385,0.047773954,0.17725328,1.0064274,0.9836775
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,speech,random_segment,5,0.0,-0.05551444,1.7291352,-7.785096e-09,0.9999994,0.22999385,0.047773954,0.20342253,1.0206585,0.96996206
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,speech,random_segment,0,0.0,-0.007971253,1.6958243,1.1677645e-08,0.99999934,0.22999385,0.047773954,0.19099133,1.4687395,0.67404735
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,speech,random_segment,-5,0.0,-0.14849618,1.69603,0.0,0.9999995,0.22999385,0.047773954,0.16734052,2.6118293,0.37904468
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,streaming_repro,random_ambient,repro,0.30078125,-0.05004892,1.1722075,0.0,0.99999917,0.22999385,0,0.17172667,1.0047607,1.0
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,none,none,clean,0.99609375,-7.768734,6.6130986,-7.006587e-07,1.0,0.22895826,0,0.22895826,0.9999695,1.0
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,ambient,random_segment,30,0.08203125,-1.3747616,1.6977236,3.1140384e-08,0.99999934,0.22895826,0.044944767,0.15344386,0.9900732,1.0
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,ambient,random_segment,20,0.5703125,-0.5799075,1.3289746,-2.335529e-08,0.9999993,0.22895826,0.044944767,0.15502656,0.9686748,1.0
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,ambient,random_segment,15,0.78125,-0.15917075,1.1795521,-1.5570192e-08,0.9999991,0.22895826,0.044944767,0.15869917,0.9443187,1.0
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,ambient,random_segment,10,0.78125,0.28277022,1.0624518,-1.5570192e-08,0.99999905,0.22895826,0.044944767,0.16971481,0.9490951,1.0
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,ambient,random_segment,5,0.78125,0.6671873,0.97468275,-1.946274e-08,0.99999887,0.22895826,0.044944767,0.18393682,1.0791079,0.9174245
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,ambient,random_segment,0,0.82421875,0.9702847,0.91713744,4.281803e-08,0.99999887,0.22895826,0.044944767,0.20849158,1.310307,0.7555481
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,ambient,random_segment,-5,0.86328125,1.1565622,0.8765958,9.731371e-08,0.9999988,0.22895826,0.044944767,0.23482653,1.8361325,0.53917676
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,speech,random_segment,30,0.0,-2.0303743,2.3329952,3.1140384e-08,0.9999995,0.22895826,0.08347548,0.15334815,0.99680424,1.0
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,speech,random_segment,20,0.0,-1.3452128,2.016286,1.5570192e-08,0.9999995,0.22895826,0.08347548,0.14870636,1.0300804,0.96109
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,speech,random_segment,15,0.0,-0.9959686,1.8840234,-7.785096e-09,0.9999994,0.22895826,0.08347548,0.14663179,1.067956,0.9270045
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,speech,random_segment,10,0.0,-0.65350187,1.7832249,2.335529e-08,0.99999946,0.22895826,0.08347548,0.14723659,1.1353091,0.8720092
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,speech,random_segment,5,0.0,-0.32640934,1.7112559,9.73137e-10,0.9999994,0.22895826,0.08347548,0.15711664,1.2550819,0.78879315
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,speech,random_segment,0,0.0,-0.086043395,1.6722469,1.946274e-09,0.9999994,0.22895826,0.08347548,0.1762858,1.5402102,0.6427694
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,speech,random_segment,-5,0.0,-0.018314501,1.6625512,5.8388223e-09,0.9999994,0.22895826,0.08347548,0.18708314,2.2946577,0.4314369
199,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,streaming_repro,random_ambient,repro,0.00390625,0.24892882,1.0690087,3.1140384e-08,0.99999905,0.22895826,0,0.1672138,1.0222778,1.0
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,none,none,clean,0.99609375,-7.504796,6.5871243,-6.228077e-07,0.9999998,0.21885543,0,0.21885543,0.9862976,1.0
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,ambient,random_segment,30,0.01953125,-2.7439384,2.7120206,7.785096e-08,0.9999996,0.21885543,0.08494187,0.15178931,0.9979294,1.0
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,ambient,random_segment,20,0.69921875,-2.0897646,2.2957284,1.5570192e-08,0.9999995,0.21885543,0.08494187,0.14825724,1.0230805,0.96766585
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,ambient,random_segment,15,0.90625,-1.7658086,2.1106472,1.5570192e-08,0.9999994,0.21885543,0.08494187,0.14737783,1.0517079,0.941326
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,ambient,random_segment,10,0.953125,-1.4519489,1.9441963,-3.1140384e-08,0.99999946,0.21885543,0.08494187,0.14968434,1.1026152,0.89786536
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,ambient,random_segment,5,0.95703125,-1.1562729,1.7995224,9.342116e-08,0.9999995,0.21885543,0.08494187,0.16208404,1.1931429,0.82974136
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,ambient,random_segment,0,0.953125,-0.8910266,1.6772739,3.1140384e-08,0.9999994,0.21885543,0.08494187,0.19470648,1.3541265,0.73109865
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,ambient,random_segment,-5,0.9453125,-0.66999286,1.5764788,7.785096e-09,0.9999994,0.21885543,0.08494187,0.25212348,1.6404,0.60351133
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,speech,random_segment,30,0.0,-1.897129,2.1424012,1.5570192e-08,0.9999996,0.21885543,0.09675962,0.15165322,0.9811807,1.0
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,speech,random_segment,20,0.0,-1.201801,1.8049408,3.1140384e-08,0.99999946,0.21885543,0.09675962,0.14959683,1.0110949,0.9791366
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,speech,random_segment,15,0.0,-0.85376847,1.6697328,-3.1140384e-08,0.99999934,0.21885543,0.09675962,0.1475993,1.0451436,0.94723827
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,speech,random_segment,10,0.0,-0.51123774,1.560213,-7.785096e-09,0.9999994,0.21885543,0.09675962,0.14815472,1.1056918,0.8953671
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,speech,random_segment,5,0.0,-0.19091076,1.4860622,2.335529e-08,0.9999994,0.21885543,0.09675962,0.1578418,1.2133634,0.81591386
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,speech,random_segment,0,0.0,0.059026353,1.4444845,2.335529e-08,0.9999993,0.21885543,0.09675962,0.17937954,1.4562345,0.6798356
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,speech,random_segment,-5,0.0,0.13203476,1.432394,-1.5570192e-08,0.9999993,0.21885543,0.09675962,0.19295132,2.1291509,0.4649741
200,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,streaming_repro,random_ambient,repro,0.0,-0.6202583,1.6333833,-3.1140384e-08,0.99999934,0.21885543,0,0.173147,1.1106262,1.0
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,none,none,clean,0.99609375,-7.0254464,6.605794,-6.072375e-07,0.9999998,0.22731112,0,0.22731112,0.9942322,1.0
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,ambient,random_segment,30,0.0078125,-3.274447,3.3963957,-3.1140384e-08,0.9999997,0.22731112,0.06485686,0.16116622,1.000087,0.9899139
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,ambient,random_segment,20,0.04296875,-2.6434524,2.9541795,-4.671058e-08,0.9999996,0.22731112,0.06485686,0.16053942,1.0127467,0.9775396
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,ambient,random_segment,15,0.13671875,-2.3319774,2.7514668,-1.5570192e-08,0.99999964,0.22731112,0.06485686,0.16153014,1.0271561,0.96382624
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,ambient,random_segment,10,0.5,-2.0228367,2.5589874,-3.1140384e-08,0.9999996,0.22731112,0.06485686,0.16721328,1.0527802,0.9403673
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,ambient,random_segment,5,0.78125,-1.7278898,2.3851378,-1.5570192e-08,0.9999995,0.22731112,0.06485686,0.1862474,1.0995377,0.9003784
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,ambient,random_segment,0,0.90625,-1.4495834,2.225884,-7.0065866e-08,0.9999996,0.22731112,0.06485686,0.23374467,1.1837511,0.83632445
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,ambient,random_segment,-5,0.9453125,-1.2072163,2.087062,-7.785096e-09,0.9999995,0.22731112,0.06485686,0.32346335,1.3335062,0.74240375
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,speech,random_segment,30,0.0,-2.4917476,2.9242682,-3.1140384e-08,0.99999964,0.22731112,0.12833881,0.16307637,0.9857146,1.0
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,speech,random_segment,20,0.0,-1.856814,2.582665,-2.335529e-08,0.9999996,0.22731112,0.12833881,0.1631271,1.0017728,0.9882481
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,speech,random_segment,15,0.0,-1.5412703,2.4333959,-3.1140384e-08,0.9999996,0.22731112,0.12833881,0.16244687,1.0302526,0.9609294
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,speech,random_segment,10,0.0,-1.2332119,2.310962,3.1140384e-08,0.9999996,0.22731112,0.12833881,0.165098,1.0808976,0.9159055
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,speech,random_segment,5,0.0,-0.941849,2.2242236,7.785096e-09,0.9999995,0.22731112,0.12833881,0.17803381,1.1709586,0.84546113
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,speech,random_segment,0,0.0,-0.67063683,2.1563497,3.892548e-09,0.9999995,0.22731112,0.12833881,0.21151146,1.3311123,0.74373895
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,speech,random_segment,-5,0.0,-0.44891095,2.1240044,-1.946274e-08,0.9999996,0.22731112,0.12833881,0.2703651,1.6159103,0.6126578
201,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,streaming_repro,random_ambient,repro,0.0,-0.60442233,1.6812999,3.1140384e-08,0.9999994,0.22731112,0,0.17879613,1.0916748,1.0
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,none,none,clean,0.99609375,-7.8994617,6.519726,-6.850885e-07,1.0000004,0.24361007,0,0.24361007,0.9999695,1.0
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,ambient,random_segment,30,0.01171875,-1.3950659,1.6525159,7.0065866e-08,0.9999994,0.24361007,0.018205207,0.16153178,1.0006539,0.9893531
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,ambient,random_segment,20,0.10546875,-0.58572996,1.2964933,-1.5570192e-08,0.9999992,0.24361007,0.018205207,0.16206282,1.0077511,0.98238546
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,ambient,random_segment,15,0.13671875,-0.1726636,1.1504811,0.0,0.9999991,0.24361007,0.018205207,0.16186428,1.0329839,0.9583886
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,ambient,random_segment,10,0.5,0.23428325,1.0309414,-1.1677645e-08,0.9999991,0.24361007,0.018205207,0.16415718,1.0893887,0.9087665
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,ambient,random_segment,5,0.84375,0.6249597,0.94784313,-6.617332e-08,0.99999887,0.24361007,0.018205207,0.1775937,1.1896921,0.8321481
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,ambient,random_segment,0,0.87890625,0.9690122,0.8911701,3.1140384e-08,0.99999887,0.24361007,0.018205207,0.20816137,1.3969421,0.70869076
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,ambient,random_segment,-5,0.8046875,1.1260716,0.8590434,7.785096e-09,0.99999875,0.24361007,0.018205207,0.22676362,2.023689,0.4892056
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,speech,random_segment,30,0.0,-2.5639052,2.6900513,-7.785096e-08,0.99999964,0.24361007,0.04876291,0.16051693,1.0070952,0.98302525
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,speech,random_segment,20,0.0,-1.8378037,2.3439066,-1.5570192e-08,0.9999995,0.24361007,0.04876291,0.1597811,1.022503,0.9682123
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,speech,random_segment,15,0.0,-1.4668956,2.1990297,3.1140384e-08,0.9999996,0.24361007,0.04876291,0.16086236,1.0400405,0.951886
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,speech,random_segment,10,0.0,-1.0948863,2.077819,-1.5570192e-08,0.99999946,0.24361007,0.04876291,0.16709581,1.071227,0.9241739
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,speech,random_segment,5,0.0,-0.7765777,1.9820071,3.1140384e-08,0.99999946,0.24361007,0.04876291,0.17931344,1.17968,0.8392106
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,speech,random_segment,0,0.0,-0.6516334,1.905327,1.5570192e-08,0.9999995,0.24361007,0.04876291,0.18169583,1.6022013,0.6178999
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,speech,random_segment,-5,0.0,-0.7815271,1.861813,1.5570192e-08,0.9999995,0.24361007,0.04876291,0.16119273,2.8491614,0.34747067
202,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,streaming_repro,random_ambient,repro,0.953125,-1.0869842,1.9479997,4.671058e-08,0.9999995,0.24361007,0,0.21916923,1.1962585,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,none,none,clean,0.99609375,-8.286866,6.455694,-6.539481e-07,0.9999998,0.20353736,0,0.20353736,0.99975586,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,ambient,random_segment,30,0.00390625,-1.5559899,1.6243423,1.5570192e-08,0.9999994,0.20353736,0.04888638,0.1314207,0.99599904,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,ambient,random_segment,20,0.046875,-0.7362811,1.2979385,0.0,0.9999992,0.20353736,0.04888638,0.13280031,0.9878758,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,ambient,random_segment,15,0.17578125,-0.2964836,1.1645175,3.5032933e-08,0.99999917,0.20353736,0.04888638,0.13609636,0.9786298,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,ambient,random_segment,10,0.26953125,0.16964784,1.0500888,3.892548e-09,0.99999905,0.20353736,0.04888638,0.14607553,0.966463,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,ambient,random_segment,5,0.69921875,0.6566806,0.9685498,5.0603127e-08,0.999999,0.20353736,0.04888638,0.17397085,0.98601353,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,ambient,random_segment,0,0.86328125,0.9986578,0.906767,1.050988e-07,0.99999887,0.20353736,0.04888638,0.2034942,1.1770847,0.841061
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,ambient,random_segment,-5,0.7578125,1.1937253,0.868526,-1.5570193e-07,0.99999875,0.20353736,0.04888638,0.23055707,1.6520398,0.5992592
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,speech,random_segment,30,0.0,-2.6242416,2.5351992,-2.335529e-08,0.9999996,0.20353736,0.05340935,0.13134724,0.9987408,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,speech,random_segment,20,0.0,-1.8700495,2.1967843,5.4495676e-08,0.9999995,0.20353736,0.05340935,0.13257024,0.996546,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,speech,random_segment,15,0.0,-1.4737613,2.0564601,-1.5570192e-08,0.9999996,0.20353736,0.05340935,0.1356969,0.9940478,1.0
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,speech,random_segment,10,0.0,-1.076289,1.9395796,-3.892548e-08,0.9999995,0.20353736,0.05340935,0.14309983,1.0060043,0.9840912
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,speech,random_segment,5,0.0,-0.6734574,1.8499185,0.0,0.99999946,0.20353736,0.05340935,0.16494957,1.038205,0.9535689
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,speech,random_segment,0,0.0,-0.5641551,1.7842304,-1.3623919e-08,0.99999946,0.20353736,0.05340935,0.16182223,1.4724648,0.67234206
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,speech,random_segment,-5,0.0,-0.66574097,1.7547504,2.5788133e-08,0.99999946,0.20353736,0.05340935,0.14492904,2.6184537,0.37808573
203,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,streaming_repro,random_ambient,repro,0.0,-0.36451715,1.5207466,3.1140384e-08,0.9999993,0.20353736,0,0.1838626,1.1454163,1.0
204,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_89.wav,TTS,none,none,clean,0.99609375,-8.358554,6.4521003,-6.383779e-07,1.0,0.2064757,0,0.2064757,0.99661255,1.0
204,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_89.wav,TTS,ambient,random_segment,30,0.0,-1.8450639,1.6975111,-1.5570192e-08,0.99999946,0.2064757,0.06102029,0.13016684,1.0144093,0.9759374
204,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_89.wav,TTS,ambient,random_segment,20,0.0,-1.0787429,1.3087265,1.7127212e-07,0.9999993,0.2064757,0.06102029,0.126842,1.0528909,0.9402684
