event_id,source_positive,source_type,background_type,snr_db,score,pred_0_30,pred_0_50,pred_0_70,pred_0_90
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,none,clean,0.9375,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,ambient,30,0.97265625,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,ambient,20,0.98828125,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,ambient,15,0.98828125,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,ambient,10,0.98046875,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,ambient,5,0.92578125,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,ambient,0,0.13671875,0,0,0,0
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,ambient,-5,0.0,0,0,0,0
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,speech,30,0.96875,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,speech,20,0.98046875,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,speech,15,0.9765625,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,speech,10,0.953125,1,1,1,1
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,speech,5,0.89453125,1,1,1,0
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,speech,0,0.15625,0,0,0,0
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,speech,-5,0.00390625,0,0,0,0
1,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,REAL,streaming_repro,repro,0.89453125,1,1,1,0
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,none,clean,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,ambient,30,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,ambient,20,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,ambient,15,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,ambient,10,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,ambient,5,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,ambient,0,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,ambient,-5,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,speech,30,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,speech,20,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,speech,15,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,speech,10,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,speech,5,0.9921875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,speech,0,0.98828125,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,speech,-5,0.96875,1,1,1,1
2,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,REAL,streaming_repro,repro,0.0,0,0,0,0
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,none,clean,0.9921875,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,ambient,30,0.9921875,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,ambient,20,0.9921875,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,ambient,15,0.9921875,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,ambient,10,0.9921875,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,ambient,5,0.9921875,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,ambient,0,0.9921875,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,ambient,-5,0.98828125,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,speech,30,0.99609375,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,speech,20,0.99609375,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,speech,15,0.99609375,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,speech,10,0.99609375,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,speech,5,0.99609375,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,speech,0,0.9921875,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,speech,-5,0.9765625,1,1,1,1
3,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0113.wav,REAL,streaming_repro,repro,0.9921875,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,none,clean,0.99609375,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,ambient,30,0.99609375,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,ambient,20,0.99609375,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,ambient,15,0.99609375,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,ambient,10,0.9921875,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,ambient,5,0.97265625,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,ambient,0,0.39453125,1,0,0,0
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,ambient,-5,0.00390625,0,0,0,0
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,speech,30,0.99609375,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,speech,20,0.99609375,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,speech,15,0.99609375,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,speech,10,0.99609375,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,speech,5,0.99609375,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,speech,0,0.98828125,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,speech,-5,0.92578125,1,1,1,1
4,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,REAL,streaming_repro,repro,0.0,0,0,0,0
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,none,clean,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,ambient,30,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,ambient,20,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,ambient,15,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,ambient,10,0.984375,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,ambient,5,0.953125,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,ambient,0,0.26953125,0,0,0,0
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,ambient,-5,0.00390625,0,0,0,0
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,speech,30,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,speech,20,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,speech,15,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,speech,10,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,speech,5,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,speech,0,0.9921875,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,speech,-5,0.984375,1,1,1,1
5,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,REAL,streaming_repro,repro,0.0,0,0,0,0
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,none,clean,0.9765625,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,ambient,30,0.98046875,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,ambient,20,0.98046875,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,ambient,15,0.9765625,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,ambient,10,0.95703125,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,ambient,5,0.89453125,1,1,1,0
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,ambient,0,0.63671875,1,1,0,0
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,ambient,-5,0.01953125,0,0,0,0
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,speech,30,0.98046875,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,speech,20,0.984375,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,speech,15,0.98828125,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,speech,10,0.9921875,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,speech,5,0.9921875,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,speech,0,0.98828125,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,speech,-5,0.96875,1,1,1,1
6,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,REAL,streaming_repro,repro,0.9453125,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,none,clean,0.984375,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,ambient,30,0.98828125,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,ambient,20,0.98828125,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,ambient,15,0.98828125,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,ambient,10,0.98828125,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,ambient,5,0.98828125,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,ambient,0,0.98828125,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,ambient,-5,0.98046875,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,speech,30,0.98828125,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,speech,20,0.984375,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,speech,15,0.984375,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,speech,10,0.984375,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,speech,5,0.984375,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,speech,0,0.97265625,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,speech,-5,0.9375,1,1,1,1
7,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0142.wav,REAL,streaming_repro,repro,0.95703125,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,none,clean,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,ambient,30,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,ambient,20,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,ambient,15,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,ambient,10,0.9921875,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,ambient,5,0.9453125,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,ambient,0,0.08203125,0,0,0,0
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,ambient,-5,0.0,0,0,0,0
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,speech,30,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,speech,20,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,speech,15,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,speech,10,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,speech,5,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,speech,0,0.99609375,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,speech,-5,0.9921875,1,1,1,1
8,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,REAL,streaming_repro,repro,0.1953125,0,0,0,0
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,none,clean,0.9375,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,ambient,30,0.9453125,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,ambient,20,0.953125,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,ambient,15,0.9453125,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,ambient,10,0.9453125,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,ambient,5,0.9453125,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,ambient,0,0.87890625,1,1,1,0
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,ambient,-5,0.30078125,1,0,0,0
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,speech,30,0.9375,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,speech,20,0.9453125,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,speech,15,0.95703125,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,speech,10,0.98046875,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,speech,5,0.98046875,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,speech,0,0.9609375,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,speech,-5,0.90625,1,1,1,1
9,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0170.wav,REAL,streaming_repro,repro,0.0,0,0,0,0
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,none,clean,0.95703125,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,ambient,30,0.95703125,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,ambient,20,0.95703125,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,ambient,15,0.953125,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,ambient,10,0.9375,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,ambient,5,0.87890625,1,1,1,0
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,ambient,0,0.36328125,1,0,0,0
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,ambient,-5,0.015625,0,0,0,0
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,speech,30,0.9609375,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,speech,20,0.97265625,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,speech,15,0.98046875,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,speech,10,0.984375,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,speech,5,0.98828125,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,speech,0,0.98046875,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,speech,-5,0.953125,1,1,1,1
10,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0171.wav,REAL,streaming_repro,repro,0.5703125,1,1,0,0
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,none,clean,0.984375,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,ambient,30,0.984375,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,ambient,20,0.984375,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,ambient,15,0.98046875,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,ambient,10,0.98046875,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,ambient,5,0.98046875,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,ambient,0,0.98046875,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,ambient,-5,0.9765625,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,speech,30,0.984375,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,speech,20,0.98828125,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,speech,15,0.9921875,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,speech,10,0.9921875,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,speech,5,0.9921875,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,speech,0,0.984375,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,speech,-5,0.96875,1,1,1,1
11,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,REAL,streaming_repro,repro,0.92578125,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,none,clean,0.96875,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,ambient,30,0.96875,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,ambient,20,0.96875,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,ambient,15,0.95703125,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,ambient,10,0.95703125,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,ambient,5,0.9453125,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,ambient,0,0.84375,1,1,1,0
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,ambient,-5,0.12109375,0,0,0,0
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,speech,30,0.9765625,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,speech,20,0.96875,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,speech,15,0.96875,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,speech,10,0.9765625,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,speech,5,0.98046875,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,speech,0,0.9765625,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,speech,-5,0.9375,1,1,1,1
12,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0175.wav,REAL,streaming_repro,repro,0.015625,0,0,0,0
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,none,clean,0.9765625,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,ambient,30,0.9765625,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,ambient,20,0.9765625,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,ambient,15,0.97265625,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,ambient,10,0.9765625,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,ambient,5,0.95703125,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,ambient,0,0.60546875,1,1,0,0
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,ambient,-5,0.00390625,0,0,0,0
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,speech,30,0.9765625,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,speech,20,0.9765625,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,speech,15,0.9765625,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,speech,10,0.96875,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,speech,5,0.97265625,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,speech,0,0.9609375,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,speech,-5,0.953125,1,1,1,1
13,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,REAL,streaming_repro,repro,0.9375,1,1,1,1
14,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0190.wav,REAL,none,clean,0.9921875,1,1,1,1
